epoch,batch,train_loss,train_accuracy
8,952,0.60131115,0.875
8,953,0.5050595,0.9375
8,954,0.5856721,0.78125
8,955,0.55618477,0.84375
8,956,0.4403865,0.9375
8,957,0.5957367,0.84375
8,958,0.6606239,0.8125
8,959,0.8772876,0.75
8,960,0.42809743,0.9375
8,961,0.6737107,0.75
8,962,0.6171675,0.84375
8,963,0.5184882,0.875
8,964,0.5345437,0.875
8,965,0.62098944,0.78125
8,966,0.5853544,0.875
8,967,0.85953426,0.8125
8,968,0.62188554,0.8125
8,969,0.42235708,0.90625
8,970,0.43192497,0.875
8,971,0.6301077,0.8125
8,972,0.6166416,0.78125
8,973,0.80338234,0.6875
8,974,0.43422157,0.875
8,975,0.3749209,0.90625
8,976,0.679358,0.84375
8,977,0.33774722,0.96875
8,978,0.579587,0.84375
8,979,0.49840206,0.78125
8,980,0.7584956,0.75
8,981,0.74710757,0.78125
8,982,0.421101,0.90625
8,983,0.65252894,0.8125
8,984,0.64711314,0.78125
8,985,0.6865275,0.8125
8,986,0.39993113,0.875
8,987,0.6946716,0.8125
8,988,0.61471117,0.875
8,989,0.58231914,0.84375
8,990,0.44390225,0.875
8,991,0.5043527,0.84375
8,992,0.8807715,0.6875
8,993,0.39027914,0.9375
8,994,0.42722777,0.9375
8,995,0.66505533,0.875
8,996,0.5999876,0.8125
8,997,0.6014452,0.78125
8,998,0.6670172,0.8125
8,999,0.7377288,0.84375
8,1000,0.75408655,0.75
8,1001,0.49447778,0.875
8,1002,0.5933896,0.84375
8,1003,0.74527776,0.75
8,1004,1.0322664,0.5625
8,1005,0.74193734,0.8125
8,1006,0.6545819,0.78125
8,1007,0.3948189,0.96875
8,1008,0.54811114,0.84375
8,1009,0.8223395,0.75
8,1010,0.5162717,0.875
8,1011,0.615105,0.875
8,1012,0.5434355,0.90625
8,1013,0.37234917,0.875
8,1014,0.61058986,0.90625
8,1015,0.7140711,0.8125
8,1016,0.7163417,0.78125
8,1017,0.7085646,0.84375
8,1018,0.8412269,0.71875
8,1019,0.50045437,0.8125
8,1020,0.8638228,0.6875
8,1021,0.6564127,0.78125
8,1022,0.85168356,0.75
8,1023,0.4032888,0.84375
8,1024,0.6814446,0.78125
8,1025,0.86501414,0.78125
8,1026,0.6425113,0.8125
8,1027,0.5765451,0.84375
8,1028,0.69273305,0.78125
8,1029,0.49843106,0.8125
8,1030,0.4863534,0.78125
8,1031,0.7038533,0.78125
8,1032,0.52897954,0.84375
8,1033,0.43215853,0.875
8,1034,0.33826065,0.96875
8,1035,0.62895995,0.75
8,1036,0.60377204,0.8125
8,1037,0.7506444,0.78125
8,1038,0.53043926,0.875
8,1039,0.47255626,0.875
8,1040,0.5128142,0.90625
8,1041,0.5731671,0.875
8,1042,0.53217095,0.84375
8,1043,0.51017773,0.875
8,1044,0.7101745,0.78125
8,1045,0.4129815,0.9375
8,1046,0.56627536,0.84375
8,1047,0.56902164,0.8125
8,1048,0.5257831,0.8125
8,1049,0.42888352,0.90625
8,1050,0.6589476,0.8125
8,1051,0.67496634,0.8125
8,1052,0.6649984,0.8125
8,1053,0.69857836,0.875
8,1054,0.7312384,0.75
8,1055,0.6462537,0.75
8,1056,0.43477902,0.78125
9,1057,0.64733225,0.84375
9,1058,0.5960239,0.84375
9,1059,0.720085,0.84375
9,1060,0.75174993,0.78125
9,1061,0.5906058,0.84375
9,1062,0.7740966,0.75
9,1063,0.42630792,0.875
9,1064,0.5121813,0.9375
9,1065,0.5655382,0.84375
9,1066,0.696615,0.875
9,1067,0.6183674,0.84375
9,1068,0.85152376,0.71875
9,1069,0.7080573,0.75
9,1070,0.5300972,0.84375
9,1071,0.9294546,0.75
9,1072,0.68587,0.84375
9,1073,0.23848115,0.9375
9,1074,0.6916292,0.78125
9,1075,0.49660316,0.875
9,1076,0.29753274,0.96875
9,1077,0.6794996,0.71875
9,1078,0.40471599,0.90625
9,1079,0.6959302,0.84375
9,1080,0.8287977,0.71875
9,1081,0.28631657,0.9375
9,1082,0.35636964,0.96875
9,1083,0.37228566,0.90625
9,1084,0.36952636,0.90625
9,1085,0.5990965,0.84375
9,1086,0.59977585,0.875
9,1087,0.6848645,0.8125
9,1088,0.49548838,0.875
9,1089,0.46146026,0.875
9,1090,0.77048653,0.75
9,1091,0.62090564,0.8125
9,1092,0.546377,0.8125
9,1093,0.4543133,0.84375
9,1094,0.39972278,0.84375
9,1095,0.6089337,0.8125
9,1096,0.46729204,0.84375
9,1097,0.6178084,0.84375
9,1098,0.6214469,0.84375
9,1099,0.4620115,0.84375
9,1100,0.5260856,0.8125
9,1101,0.5449102,0.8125
9,1102,0.3223848,0.90625
9,1103,0.51519465,0.90625
9,1104,0.65062875,0.71875
9,1105,0.5254976,0.8125
9,1106,0.73005205,0.78125
9,1107,0.7064696,0.8125
9,1108,0.4247895,0.90625
9,1109,0.4030715,0.9375
9,1110,0.48038173,0.84375
9,1111,0.5731873,0.8125
9,1112,0.47017306,0.84375
9,1113,0.7024085,0.8125
9,1114,0.5089356,0.84375
9,1115,0.48795965,0.875
9,1116,0.5537276,0.78125
9,1117,0.59678036,0.84375
9,1118,0.8538694,0.71875
9,1119,0.47920683,0.84375
9,1120,0.91649866,0.65625
9,1121,0.48464426,0.875
9,1122,0.53495514,0.84375
9,1123,1.1285319,0.6875
9,1124,0.5032216,0.875
9,1125,0.541026,0.875
9,1126,0.53409827,0.875
9,1127,1.0411779,0.71875
9,1128,0.47470412,0.84375
9,1129,0.7310728,0.84375
9,1130,0.29404408,0.9375
9,1131,0.63807875,0.75
9,1132,0.57346225,0.84375
9,1133,0.47864947,0.90625
9,1134,0.33367088,0.90625
9,1135,0.5508348,0.84375
9,1136,0.46484497,0.875
9,1137,0.49749893,0.8125
9,1138,0.549598,0.84375
9,1139,0.66270804,0.8125
9,1140,0.63163143,0.8125
9,1141,0.3477475,0.96875
9,1142,0.49543178,0.875
9,1143,0.7426276,0.8125
9,1144,0.36401948,0.875
9,1145,0.4196057,0.90625
9,1146,0.8171177,0.78125
9,1147,0.54542017,0.84375
9,1148,0.53636646,0.84375
9,1149,0.5660321,0.8125
9,1150,0.6253826,0.84375
9,1151,1.0490005,0.53125
9,1152,0.95997643,0.6875
9,1153,0.61711437,0.8125
9,1154,0.60959965,0.8125
9,1155,0.67332673,0.8125
9,1156,0.7373333,0.8125
9,1157,0.80522937,0.84375
9,1158,0.62012774,0.8125
9,1159,0.3373822,0.9375
9,1160,0.49666184,0.90625
9,1161,0.56602955,0.84375
9,1162,0.5959813,0.8125
9,1163,0.5820221,0.8125
9,1164,0.485572,0.90625
9,1165,0.6405904,0.8125
9,1166,0.7771186,0.75
9,1167,0.52426624,0.875
9,1168,0.45183468,0.8125
9,1169,0.47334388,0.875
9,1170,0.52388674,0.875
9,1171,0.5685893,0.84375
9,1172,0.5895946,0.84375
9,1173,0.65073305,0.84375
9,1174,0.58796763,0.84375
9,1175,0.4621168,0.90625
9,1176,0.5149445,0.90625
9,1177,0.44160938,0.875
9,1178,0.69648224,0.84375
9,1179,0.38922733,0.875
9,1180,0.42723528,0.90625
9,1181,0.7300812,0.6875
9,1182,0.8718941,0.71875
9,1183,0.47516504,0.96875
9,1184,0.47638905,0.875
9,1185,0.8376434,0.75
9,1186,0.53311926,0.875
9,1187,0.5297772,0.84375
9,1188,0.9021618,0.65625
10,1189,0.5921067,0.84375
10,1190,0.8086484,0.6875
10,1191,0.45527187,0.90625
10,1192,0.4608176,0.84375
10,1193,0.52579117,0.84375
10,1194,0.5200166,0.90625
10,1195,0.54830253,0.84375
10,1196,0.7327383,0.875
10,1197,0.54188764,0.78125
10,1198,0.5301556,0.875
10,1199,0.69812584,0.78125
10,1200,0.804984,0.75
10,1201,0.66854054,0.78125
10,1202,0.42267945,0.9375
10,1203,0.46535826,0.875
10,1204,0.5773653,0.8125
10,1205,0.7304922,0.8125
10,1206,0.43550417,0.84375
10,1207,0.6536677,0.875
10,1208,0.4559302,0.90625
10,1209,0.8044774,0.78125
10,1210,0.54491967,0.84375
10,1211,0.5947015,0.875
10,1212,0.5137352,0.8125
10,1213,0.7453986,0.78125
10,1214,0.4538808,0.875
10,1215,0.53378814,0.8125
10,1216,0.8148933,0.75
10,1217,0.55569094,0.84375
10,1218,0.37726682,0.9375
10,1219,0.62181705,0.8125
10,1220,0.57967764,0.84375
10,1221,0.3885656,0.90625
10,1222,0.6347403,0.84375
10,1223,0.6899118,0.78125
10,1224,0.6743793,0.78125
10,1225,0.66804075,0.875
10,1226,0.622651,0.90625
10,1227,0.5122466,0.8125
10,1228,0.39261153,0.8125
10,1229,0.5199246,0.78125
10,1230,0.5834626,0.8125
10,1231,0.4979076,0.875
10,1232,0.27143803,0.96875
10,1233,0.5959429,0.8125
10,1234,0.58201146,0.78125
10,1235,0.46611837,0.875
10,1236,0.53680646,0.875
10,1237,0.55827695,0.875
10,1238,0.85632735,0.71875
10,1239,0.6943344,0.75
10,1240,0.73598313,0.78125
10,1241,0.45452765,0.875
10,1242,0.67740524,0.8125
10,1243,0.44043306,0.84375
10,1244,1.1254679,0.65625
10,1245,0.9865941,0.6875
10,1246,0.56851095,0.8125
10,1247,0.6906701,0.78125
10,1248,0.79412186,0.6875
10,1249,0.6154005,0.8125
10,1250,0.6510866,0.8125
10,1251,0.62449485,0.84375
10,1252,0.57738227,0.8125
10,1253,0.38234586,0.90625
10,1254,0.61347735,0.84375
10,1255,0.5037102,0.84375
10,1256,0.5501913,0.78125
10,1257,0.33239287,0.90625
10,1258,0.5183724,0.84375
10,1259,0.38712347,0.96875
10,1260,0.8096452,0.75
10,1261,0.39210445,0.8125
10,1262,0.52492785,0.8125
10,1263,0.6062016,0.875
10,1264,0.4818139,0.8125
10,1265,0.7222884,0.71875
10,1266,0.46213827,0.84375
10,1267,0.3964293,0.78125
10,1268,0.4939686,0.90625
10,1269,0.6753824,0.78125
10,1270,0.64747787,0.8125
10,1271,0.39418438,0.90625
10,1272,0.5646066,0.78125
10,1273,0.6087746,0.84375
10,1274,0.5060948,0.8125
10,1275,0.5930348,0.84375
10,1276,0.46423012,0.90625
10,1277,0.43512064,0.875
10,1278,0.8927369,0.75
10,1279,0.38877586,0.875
10,1280,0.4703069,0.84375
10,1281,0.9113528,0.71875
10,1282,0.49751297,0.78125
10,1283,0.69398105,0.78125
10,1284,0.43211463,0.875
10,1285,0.3196492,0.90625
10,1286,0.57455075,0.78125
10,1287,0.53146976,0.8125
10,1288,0.7580581,0.78125
10,1289,0.7338526,0.8125
10,1290,0.4342691,0.875
10,1291,0.49639472,0.84375
10,1292,0.8271371,0.8125
10,1293,0.4744888,0.84375
10,1294,0.5426597,0.84375
10,1295,0.7197203,0.78125
10,1296,0.31451637,0.9375
10,1297,0.3818737,0.9375
10,1298,0.64884996,0.78125
10,1299,0.89475965,0.75
10,1300,0.78921574,0.8125
10,1301,0.31558186,0.96875
10,1302,0.80682355,0.75
10,1303,0.66087264,0.84375
10,1304,0.35938144,0.90625
10,1305,0.44017437,0.84375
10,1306,0.45178598,0.90625
10,1307,0.5782432,0.90625
10,1308,0.50739616,0.875
10,1309,0.4556984,0.84375
10,1310,0.4289251,0.90625
10,1311,0.62561464,0.8125
10,1312,0.88498694,0.71875
10,1313,0.7633704,0.71875
10,1314,0.5909898,0.78125
10,1315,0.47646552,0.875
10,1316,0.29220203,0.9375
10,1317,0.84861624,0.6875
10,1318,0.8418046,0.75
10,1319,0.45197007,0.9375
10,1320,0.47160578,0.875
11,1321,0.5564141,0.84375
11,1322,0.48221925,0.875
11,1323,0.69013906,0.84375
11,1324,0.76841396,0.71875
11,1325,0.25956583,0.90625
11,1326,0.8735903,0.75
11,1327,0.44248408,0.9375
11,1328,0.8408894,0.75
11,1329,0.592921,0.875
11,1330,0.5860121,0.8125
11,1331,0.8220003,0.8125
11,1332,0.5585388,0.84375
11,1333,0.4669443,0.84375
11,1334,0.75798583,0.78125
11,1335,0.44662195,0.90625
11,1336,0.48473325,0.90625
11,1337,0.47999173,0.90625
11,1338,0.62823856,0.78125
11,1339,0.7352536,0.65625
11,1340,0.42673033,0.90625
11,1341,0.4657035,0.90625
11,1342,0.60046375,0.84375
11,1343,0.79897517,0.71875
11,1344,0.3801348,0.96875
11,1345,1.0655636,0.65625
11,1346,0.6708973,0.78125
11,1347,0.6680149,0.78125
11,1348,0.27514344,0.9375
11,1349,0.8020771,0.75
11,1350,0.4077209,0.90625
11,1351,0.63170236,0.8125
11,1352,0.54525614,0.8125
11,1353,0.27032587,0.96875
11,1354,0.39012915,0.96875
11,1355,0.4373672,0.78125
11,1356,0.5131472,0.84375
11,1357,0.51437044,0.8125
11,1358,0.5975046,0.875
11,1359,0.70317495,0.6875
11,1360,0.619321,0.8125
11,1361,0.40252692,0.9375
11,1362,0.5894088,0.875
11,1363,0.95829433,0.6875
11,1364,0.8057116,0.78125
11,1365,0.59709084,0.875
11,1366,0.748562,0.75
11,1367,0.7782427,0.78125
11,1368,0.25004452,0.96875
11,1369,0.51740783,0.84375
11,1370,0.6374109,0.84375
11,1371,0.38358617,0.9375
11,1372,0.66608506,0.71875
11,1373,0.6758817,0.84375
11,1374,0.63802403,0.78125
11,1375,0.7359371,0.75
11,1376,0.46479788,0.84375
11,1377,0.64713806,0.875
11,1378,0.45488834,0.875
11,1379,0.34705928,0.9375
11,1380,0.5566005,0.84375
11,1381,0.3971356,0.90625
11,1382,0.69358975,0.84375
11,1383,0.5658345,0.875
11,1384,0.5720735,0.8125
11,1385,0.6474874,0.875
11,1386,0.5296259,0.84375
11,1387,0.5199379,0.84375
11,1388,0.36437708,0.9375
11,1389,0.45661312,0.84375
11,1390,0.47914448,0.875
11,1391,0.5737565,0.875
11,1392,0.42787623,0.84375
11,1393,0.51039875,0.875
11,1394,0.4161997,0.90625
11,1395,0.44976893,0.90625
11,1396,0.70333415,0.78125
11,1397,0.41741064,0.9375
11,1398,0.49712172,0.90625
11,1399,0.51053447,0.875
11,1400,0.5101727,0.8125
11,1401,0.5691159,0.875
11,1402,0.5973458,0.84375
11,1403,0.47250038,0.8125
11,1404,0.7813287,0.71875
11,1405,0.36653492,0.90625
11,1406,0.5156829,0.75
11,1407,0.64003825,0.8125
11,1408,0.3396205,0.875
11,1409,0.71571535,0.78125
11,1410,0.66030645,0.84375
11,1411,0.6129628,0.8125
11,1412,0.7743905,0.78125
11,1413,0.918141,0.71875
11,1414,0.38705483,0.9375
11,1415,0.6518542,0.8125
11,1416,0.6182575,0.78125
11,1417,0.43660063,0.90625
11,1418,0.53979456,0.84375
11,1419,0.41627756,0.875
11,1420,0.488838,0.875
11,1421,0.55289966,0.8125
11,1422,0.5989748,0.75
11,1423,0.62850463,0.78125
11,1424,0.5366818,0.90625
11,1425,0.21383904,1.0
11,1426,0.37574598,0.96875
11,1427,0.6574941,0.78125
11,1428,0.49630228,0.875
11,1429,0.26830614,0.90625
11,1430,0.6779767,0.84375
11,1431,0.57717454,0.78125
11,1432,0.7171147,0.875
11,1433,0.4463796,0.78125
11,1434,0.39408505,0.9375
11,1435,0.6104287,0.875
11,1436,0.5215895,0.90625
11,1437,0.563369,0.84375
11,1438,0.46191862,0.8125
11,1439,0.8253125,0.8125
11,1440,0.55240375,0.78125
11,1441,0.45345017,0.875
11,1442,0.68918455,0.78125
11,1443,0.8044088,0.71875
11,1444,0.8848913,0.75
11,1445,0.49957934,0.90625
11,1446,0.59804875,0.84375
11,1447,0.47773507,0.90625
11,1448,0.48111308,0.84375
11,1449,0.4333141,0.875
11,1450,0.6748864,0.78125
11,1451,0.53187484,0.84375
11,1452,0.39287138,0.84375
12,1453,0.5584632,0.84375
12,1454,0.53665894,0.875
12,1455,0.5534389,0.875
12,1456,0.42039162,0.875
12,1457,0.5816551,0.78125
12,1458,0.37097868,0.90625
12,1459,0.44285876,0.875
12,1460,0.4792389,0.84375
12,1461,0.45395675,0.875
12,1462,0.43408993,0.875
12,1463,0.6484364,0.8125
12,1464,0.65124327,0.8125
12,1465,0.52222514,0.78125
12,1466,0.42419922,0.90625
12,1467,0.33538333,0.96875
12,1468,0.43681988,0.90625
12,1469,0.42556694,0.84375
12,1470,0.32071683,0.96875
12,1471,0.36556453,0.90625
12,1472,0.5048131,0.84375
12,1473,0.6480943,0.78125
12,1474,0.49415705,0.90625
12,1475,0.4252223,0.9375
12,1476,0.48082787,0.875
12,1477,0.61900616,0.78125
12,1478,0.53371626,0.84375
12,1479,0.7192264,0.71875
12,1480,0.35627696,0.90625
12,1481,0.63221383,0.8125
12,1482,0.5196977,0.875
12,1483,0.664396,0.71875
12,1484,0.5635537,0.90625
12,1485,0.45081934,0.8125
12,1486,0.60047126,0.78125
12,1487,0.61685026,0.875
12,1488,0.39311242,0.90625
12,1489,0.48721227,0.875
12,1490,0.4329012,0.9375
12,1491,0.645924,0.84375
12,1492,0.5404162,0.8125
12,1493,0.45385894,0.875
12,1494,0.580174,0.875
12,1495,0.52619773,0.875
12,1496,0.52652967,0.78125
12,1497,0.5787454,0.84375
12,1498,0.359612,0.9375
12,1499,0.3401704,0.9375
12,1500,0.56195116,0.8125
12,1501,0.56096965,0.8125
12,1502,0.32250753,0.90625
12,1503,0.6377359,0.8125
12,1504,0.44563085,0.84375
12,1505,0.49123925,0.90625
12,1506,0.62230337,0.8125
12,1507,0.61686796,0.875
12,1508,0.59881675,0.875
12,1509,0.59009725,0.84375
12,1510,0.52656585,0.78125
12,1511,0.5738929,0.84375
12,1512,0.43792167,0.9375
12,1513,0.369327,0.875
12,1514,0.56075317,0.8125
12,1515,0.5606623,0.78125
12,1516,0.548053,0.78125
12,1517,0.5170835,0.84375
12,1518,0.6232737,0.84375
12,1519,0.5046302,0.8125
12,1520,0.671892,0.875
12,1521,0.5944917,0.78125
12,1522,0.49265966,0.96875
12,1523,0.36513147,0.90625
12,1524,0.58737946,0.875
12,1525,0.85296446,0.71875
12,1526,0.35505253,0.9375
12,1527,0.81425506,0.6875
12,1528,0.71342593,0.75
12,1529,0.67338705,0.84375
12,1530,0.35286492,0.875
12,1531,0.79498,0.71875
12,1532,0.29566273,0.9375
12,1533,0.31363493,0.9375
12,1534,0.4321187,0.8125
12,1535,0.80623066,0.78125
12,1536,0.38525143,0.9375
12,1537,0.41307628,0.875
12,1538,0.5351876,0.78125
12,1539,0.42219195,0.875
12,1540,0.678034,0.78125
12,1541,0.7650028,0.75
12,1542,0.55748314,0.78125
12,1543,0.9292076,0.78125
12,1544,0.62290716,0.78125
12,1545,0.25851116,0.9375
12,1546,0.69587153,0.75
12,1547,0.5501201,0.875
12,1548,0.7476524,0.75
12,1549,0.3424246,0.875
12,1550,0.48044115,0.875
12,1551,0.74893695,0.78125
12,1552,0.5873639,0.9375
12,1553,0.2942238,0.90625
12,1554,0.5212252,0.84375
12,1555,0.63868546,0.78125
12,1556,0.5735133,0.78125
12,1557,0.46019176,0.875
12,1558,0.31504413,0.9375
12,1559,0.39782405,0.875
12,1560,0.61317915,0.8125
12,1561,0.60393614,0.8125
12,1562,0.71045357,0.8125
12,1563,0.32401934,0.90625
12,1564,0.5374111,0.84375
12,1565,0.48428407,0.8125
12,1566,0.45252597,0.90625
12,1567,0.5497146,0.84375
12,1568,0.71656144,0.8125
12,1569,0.63529766,0.8125
12,1570,0.5944401,0.8125
12,1571,0.8905637,0.78125
12,1572,0.72690845,0.75
12,1573,1.0649009,0.6875
12,1574,0.5381754,0.84375
12,1575,0.28098714,0.9375
12,1576,0.4091674,0.84375
12,1577,0.49115455,0.875
12,1578,0.7122515,0.8125
12,1579,0.7156361,0.75
12,1580,0.77679616,0.8125
12,1581,0.5243056,0.875
12,1582,0.40456504,0.9375
12,1583,0.3775883,0.90625
12,1584,0.7761756,0.75
13,1585,0.7078654,0.84375
13,1586,0.66698706,0.78125
13,1587,0.8289289,0.78125
13,1588,0.527892,0.875
13,1589,0.6062773,0.84375
13,1590,0.7510011,0.71875
13,1591,0.27406037,0.9375
13,1592,0.42976812,0.84375
13,1593,0.436679,0.90625
13,1594,0.5204239,0.84375
13,1595,0.5697689,0.84375
13,1596,0.42622334,0.875
13,1597,0.5555337,0.78125
13,1598,0.5621,0.84375
13,1599,0.36239502,0.875
13,1600,0.6069448,0.875
13,1601,0.62285924,0.84375
13,1602,0.4351387,0.90625
13,1603,0.65853566,0.75
13,1604,0.4384438,0.84375
13,1605,0.36410132,0.9375
13,1606,0.4455827,0.875
13,1607,0.38698706,0.84375
13,1608,0.68541425,0.78125
13,1609,0.67636454,0.75
13,1610,0.5435703,0.84375
13,1611,0.53236556,0.84375
13,1612,0.32686326,0.96875
13,1613,0.37288713,0.90625
13,1614,0.38781765,0.875
13,1615,0.38724205,0.84375
13,1616,0.5097017,0.84375
13,1617,0.44625667,0.84375
13,1618,0.5845437,0.84375
13,1619,0.509716,0.84375
13,1620,0.7412239,0.78125
13,1621,0.28029746,1.0
13,1622,0.6081553,0.84375
13,1623,0.55433804,0.875
13,1624,0.5806662,0.78125
13,1625,0.41183043,0.90625
13,1626,0.32043818,0.90625
13,1627,0.38101578,0.90625
13,1628,0.6759681,0.8125
13,1629,0.5287379,0.875
13,1630,0.66683465,0.8125
13,1631,0.5474504,0.875
13,1632,0.41120374,0.84375
13,1633,0.6075671,0.8125
13,1634,0.6180078,0.78125
13,1635,0.37944293,0.875
13,1636,0.6251017,0.8125
13,1637,0.62522197,0.78125
13,1638,0.9486357,0.71875
13,1639,0.42191553,0.84375
13,1640,0.6106859,0.78125
13,1641,0.4767089,0.9375
13,1642,0.4600102,0.875
13,1643,0.6576518,0.8125
13,1644,0.7128191,0.875
13,1645,0.83249474,0.78125
13,1646,0.42574394,0.84375
13,1647,0.4582962,0.84375
13,1648,0.6625857,0.875
13,1649,0.5814401,0.78125
13,1650,0.33452246,0.9375
13,1651,0.732546,0.78125
13,1652,0.39459208,0.875
13,1653,0.5855659,0.78125
13,1654,0.66039044,0.84375
13,1655,0.8140861,0.78125
13,1656,0.49714842,0.84375
13,1657,0.45945752,0.875
13,1658,0.5857256,0.78125
13,1659,0.8250613,0.6875
13,1660,0.38250342,0.90625
13,1661,0.79460436,0.75
13,1662,0.6107758,0.78125
13,1663,0.54193884,0.84375
13,1664,0.46283576,0.90625
13,1665,0.70754695,0.71875
13,1666,0.35092133,0.84375
13,1667,0.6026666,0.8125
13,1668,0.49446827,0.90625
13,1669,0.64131016,0.8125
13,1670,0.65912896,0.75
13,1671,0.72375774,0.8125
13,1672,0.5596319,0.78125
13,1673,0.51426923,0.875
13,1674,0.5556263,0.84375
13,1675,0.4511554,0.84375
13,1676,0.53395116,0.8125
13,1677,0.5421678,0.875
13,1678,0.66564137,0.8125
13,1679,0.5254691,0.84375
13,1680,0.71088016,0.75
13,1681,0.31162706,0.90625
13,1682,0.5001495,0.84375
13,1683,0.49516505,0.9375
13,1684,0.40044335,0.875
13,1685,0.35749796,0.96875
13,1686,0.34003162,0.9375
13,1687,0.60926485,0.84375
13,1688,0.49122208,0.875
13,1689,0.35162938,0.90625
13,1690,0.4925328,0.84375
13,1691,0.4674627,0.84375
13,1692,0.46856242,0.875
13,1693,0.3470808,0.90625
13,1694,0.64168274,0.8125
13,1695,0.7189173,0.875
13,1696,0.5922741,0.875
13,1697,0.52986354,0.90625
13,1698,0.71774495,0.78125
13,1699,0.6332181,0.84375
13,1700,0.42141196,0.8125
13,1701,0.56265575,0.78125
13,1702,0.45952213,0.875
13,1703,0.3777453,0.875
13,1704,0.42572752,0.875
13,1705,0.5103439,0.90625
13,1706,0.689129,0.84375
13,1707,0.4647461,0.84375
13,1708,0.5433778,0.9375
13,1709,0.5101925,0.78125
13,1710,0.90555954,0.6875
13,1711,0.5546829,0.90625
13,1712,0.73546404,0.84375
13,1713,0.65049064,0.90625
13,1714,0.60268587,0.8125
13,1715,0.5931238,0.8125
13,1716,0.42636278,0.9375
14,1717,0.4571888,0.84375
14,1718,0.5924541,0.8125
14,1719,0.5729599,0.84375
14,1720,0.75944155,0.75
14,1721,0.2902999,0.9375
14,1722,0.42354837,0.90625
14,1723,1.0104618,0.65625
14,1724,0.3718739,0.9375
14,1725,0.5649221,0.84375
14,1726,0.58530664,0.875
14,1727,0.50608426,0.875
14,1728,0.67909,0.8125
14,1729,0.81408787,0.75
14,1730,0.7485045,0.78125
14,1731,0.551407,0.75
14,1732,0.80701864,0.6875
14,1733,0.40495023,0.96875
14,1734,0.42076808,0.9375
14,1735,0.42297903,0.90625
14,1736,0.55435556,0.875
14,1737,0.66055274,0.875
14,1738,0.2927634,0.9375
14,1739,0.665011,0.78125
14,1740,0.6149625,0.78125
14,1741,0.5451899,0.84375
14,1742,0.63792366,0.875
14,1743,0.29873616,0.96875
14,1744,0.3782984,0.875
14,1745,0.5280874,0.84375
14,1746,0.54218924,0.8125
14,1747,0.37141594,0.96875
14,1748,0.57585424,0.84375
14,1749,0.4611368,0.84375
14,1750,0.6542995,0.78125
14,1751,0.37779105,0.875
14,1752,0.77931756,0.78125
14,1753,0.6097486,0.78125
14,1754,0.38511965,0.875
14,1755,0.5758074,0.75
14,1756,0.52474576,0.875
14,1757,0.5567357,0.875
14,1758,0.43910563,0.84375
14,1759,0.56064284,0.90625
14,1760,0.6741463,0.84375
14,1761,0.4822414,0.8125
14,1762,0.2559527,0.9375
14,1763,0.92492133,0.75
14,1764,0.37137273,0.9375
14,1765,0.58613366,0.8125
14,1766,0.59137154,0.78125
14,1767,0.74409425,0.875
14,1768,0.5991106,0.84375
14,1769,0.6171711,0.8125
14,1770,0.43200946,0.90625
14,1771,0.7546954,0.875
14,1772,0.43304554,0.9375
14,1773,0.53647745,0.90625
14,1774,0.5869122,0.78125
14,1775,0.49512526,0.78125
14,1776,0.34008217,0.9375
14,1777,0.4258187,0.875
14,1778,0.41352886,0.84375
14,1779,0.6947494,0.8125
14,1780,0.60338223,0.78125
14,1781,0.7937832,0.84375
14,1782,0.4470454,0.9375
14,1783,0.44499484,0.875
14,1784,0.5376606,0.8125
14,1785,0.7601286,0.75
14,1786,0.44023934,0.90625
14,1787,0.77430385,0.78125
14,1788,0.57625896,0.90625
14,1789,0.30534163,0.90625
14,1790,0.6133246,0.8125
14,1791,0.76092905,0.78125
14,1792,0.7051948,0.78125
14,1793,0.42978528,0.875
14,1794,0.60812956,0.84375
14,1795,0.45794442,0.875
14,1796,0.4876912,0.90625
14,1797,0.64286417,0.8125
14,1798,0.65088475,0.84375
14,1799,0.37942305,0.90625
14,1800,0.43466067,0.875
14,1801,0.3623155,0.9375
14,1802,0.5550975,0.84375
14,1803,0.65973556,0.875
14,1804,0.65201217,0.78125
14,1805,0.59329766,0.8125
14,1806,0.5799302,0.84375
14,1807,0.7637121,0.8125
14,1808,0.30358085,0.9375
14,1809,0.41504425,0.90625
14,1810,0.50365746,0.84375
14,1811,0.461052,0.875
14,1812,0.61673695,0.84375
14,1813,0.47742012,0.90625
14,1814,0.79512316,0.75
14,1815,0.5723324,0.84375
14,1816,0.6456965,0.78125
14,1817,0.5243665,0.84375
14,1818,0.49105865,0.84375
14,1819,0.50930387,0.875
14,1820,0.40016925,0.84375
14,1821,0.6557454,0.78125
14,1822,0.2811152,0.9375
14,1823,0.5156511,0.78125
14,1824,0.68988264,0.75
14,1825,0.47239113,0.84375
14,1826,0.38750628,0.84375
14,1827,0.6741397,0.78125
14,1828,0.5401596,0.84375
14,1829,0.46142277,0.875
14,1830,0.5032728,0.84375
14,1831,0.5182467,0.84375
14,1832,0.42452535,0.96875
14,1833,0.38210467,0.90625
14,1834,0.36985722,0.875
14,1835,0.40345094,0.9375
14,1836,0.59236497,0.78125
14,1837,0.45826113,0.90625
14,1838,0.39038762,0.84375
14,1839,0.5525879,0.875
14,1840,0.6038947,0.8125
14,1841,0.46617723,0.875
14,1842,0.53958154,0.8125
14,1843,0.37423062,0.875
