epoch,batch,train_loss,train_accuracy
2,198,1.173003,0.6875
2,199,0.93912107,0.75
2,200,0.78407824,0.90625
2,201,1.116351,0.84375
2,202,1.0242426,0.6875
2,203,1.0398295,0.84375
2,204,1.2371143,0.75
2,205,1.067374,0.75
2,206,1.0390333,0.6875
2,207,0.9872952,0.8125
2,208,0.78200656,0.8125
2,209,1.524002,0.59375
2,210,1.1466062,0.6875
2,211,0.93562627,0.8125
2,212,1.0172662,0.71875
2,213,1.01901,0.78125
2,214,1.1856654,0.6875
2,215,0.9314765,0.78125
2,216,1.00125,0.8125
2,217,0.90868926,0.75
2,218,0.97051954,0.75
2,219,1.2005047,0.6875
2,220,1.1617074,0.71875
2,221,1.060688,0.71875
2,222,1.3461572,0.625
2,223,0.8896219,0.875
2,224,0.8501637,0.75
2,225,0.92723864,0.8125
2,226,1.2127914,0.6875
2,227,1.1270587,0.59375
2,228,1.1350993,0.6875
2,229,1.5137196,0.625
2,230,0.9951687,0.71875
2,231,1.0926588,0.78125
2,232,0.9149848,0.8125
2,233,1.2043463,0.78125
2,234,1.1513544,0.71875
2,235,1.0786666,0.6875
2,236,1.0216941,0.71875
2,237,1.1060952,0.625
2,238,0.90059173,0.8125
2,239,0.8972726,0.78125
2,240,1.0767428,0.71875
2,241,0.9042499,0.84375
2,242,0.79164195,0.9375
2,243,1.1720237,0.59375
2,244,0.77237934,0.875
2,245,1.2331523,0.71875
2,246,1.0998207,0.84375
2,247,1.1502347,0.65625
2,248,1.3094829,0.65625
2,249,0.9057585,0.78125
2,250,0.9715371,0.6875
2,251,1.0297157,0.75
2,252,0.9229027,0.78125
2,253,0.87245095,0.78125
2,254,0.8424144,0.71875
2,255,1.142431,0.625
2,256,0.77275354,0.8125
2,257,0.8881737,0.6875
2,258,1.031445,0.71875
2,259,1.2217993,0.6875
2,260,0.9508484,0.84375
2,261,0.954473,0.78125
2,262,0.7716071,0.8125
2,263,0.86898535,0.84375
2,264,1.1824876,0.71875
3,265,0.96802616,0.75
3,266,0.97428536,0.75
3,267,1.0021628,0.75
3,268,1.2613066,0.59375
3,269,0.989859,0.8125
3,270,1.0203302,0.78125
3,271,0.883837,0.71875
3,272,0.9400646,0.78125
3,273,0.7454341,0.8125
3,274,0.78112996,0.875
3,275,0.945157,0.75
3,276,0.9745897,0.78125
3,277,1.0718431,0.75
3,278,0.9213863,0.75
3,279,0.8321605,0.75
3,280,0.8342165,0.71875
3,281,0.983171,0.6875
3,282,1.0920819,0.78125
3,283,1.0555182,0.6875
3,284,1.3700393,0.59375
3,285,0.69092506,0.84375
3,286,0.7798433,0.8125
3,287,1.1389828,0.71875
3,288,1.0882776,0.625
3,289,1.2040727,0.5625
3,290,1.0669672,0.65625
3,291,1.033167,0.8125
3,292,0.76187474,0.78125
3,293,0.77401245,0.84375
3,294,1.0588672,0.78125
3,295,0.983881,0.75
3,296,0.987431,0.75
3,297,0.78178513,0.84375
3,298,0.8856587,0.84375
3,299,0.87345046,0.8125
3,300,0.8677862,0.75
3,301,0.97626215,0.75
3,302,0.9261535,0.71875
3,303,0.76901066,0.84375
3,304,0.9742144,0.78125
3,305,0.8002853,0.78125
3,306,1.042943,0.78125
3,307,0.99403405,0.75
3,308,0.8264395,0.8125
3,309,0.6903838,0.875
3,310,0.9203969,0.75
3,311,1.1039134,0.65625
3,312,1.2695136,0.625
3,313,0.91460305,0.8125
3,314,1.2364427,0.59375
3,315,0.832216,0.71875
3,316,0.95587045,0.75
3,317,1.1223813,0.71875
3,318,0.5506157,0.90625
3,319,0.9492498,0.75
3,320,0.79622275,0.8125
3,321,1.1168383,0.59375
3,322,0.79848266,0.71875
3,323,0.86060536,0.78125
3,324,0.853068,0.84375
3,325,0.9070612,0.71875
3,326,1.015852,0.78125
3,327,0.6200959,0.8125
3,328,0.89981824,0.8125
3,329,0.7458757,0.875
3,330,1.004971,0.78125
3,331,0.86616445,0.78125
3,332,0.769305,0.875
3,333,0.96261495,0.71875
3,334,0.7263067,0.78125
3,335,1.2686049,0.65625
3,336,1.1065625,0.75
3,337,0.71285385,0.875
3,338,1.1937301,0.6875
3,339,0.75719523,0.8125
3,340,0.69741863,0.78125
3,341,0.83927274,0.71875
3,342,0.984921,0.6875
3,343,1.0733676,0.71875
3,344,1.0423701,0.71875
3,345,0.80982786,0.75
3,346,1.0299907,0.75
3,347,0.81391644,0.84375
3,348,1.0875793,0.6875
3,349,0.805857,0.8125
3,350,0.76643425,0.84375
3,351,0.7478084,0.84375
3,352,1.0053998,0.71875
3,353,1.1920369,0.6875
3,354,0.64578706,0.875
3,355,0.67441195,0.84375
3,356,0.7889245,0.8125
3,357,1.1163226,0.625
3,358,0.9285333,0.71875
3,359,0.6636703,0.875
3,360,0.81133574,0.78125
3,361,0.9393143,0.75
3,362,1.0489326,0.71875
3,363,0.5894948,0.84375
3,364,0.6695553,0.84375
3,365,0.7165288,0.8125
3,366,0.886261,0.78125
3,367,0.8952333,0.8125
3,368,0.6704102,0.90625
3,369,0.75501066,0.6875
3,370,0.956813,0.71875
3,371,0.8273535,0.8125
3,372,0.7698275,0.78125
3,373,1.0979717,0.625
3,374,0.864705,0.78125
3,375,1.0824552,0.71875
3,376,0.80367446,0.84375
3,377,0.74854517,0.8125
3,378,0.63278705,0.8125
3,379,0.81188756,0.78125
3,380,0.7321751,0.875
3,381,1.069239,0.65625
3,382,0.7492665,0.8125
3,383,1.366222,0.625
3,384,0.98360294,0.75
3,385,0.83442813,0.71875
3,386,0.7502123,0.8125
3,387,0.96572536,0.8125
3,388,1.0637801,0.6875
3,389,0.6915885,0.78125
3,390,0.54137087,0.84375
3,391,1.0440274,0.71875
3,392,0.7764198,0.75
3,393,1.1507092,0.625
3,394,0.72616774,0.75
3,395,0.7152823,0.8125
3,396,1.1108117,0.625
4,397,0.80554676,0.875
4,398,0.8731292,0.78125
4,399,0.9650421,0.6875
4,400,0.7182711,0.8125
4,401,1.1935179,0.65625
4,402,0.781448,0.78125
4,403,0.6182492,0.875
4,404,0.6830505,0.8125
4,405,0.7585314,0.8125
4,406,0.8545664,0.78125
4,407,0.9302882,0.84375
4,408,0.8786724,0.71875
4,409,0.69803715,0.78125
4,410,0.64223135,0.875
4,411,0.64064395,0.875
4,412,0.5745265,0.90625
4,413,0.5820571,0.84375
4,414,0.698359,0.8125
4,415,0.96988237,0.75
4,416,0.4998967,0.875
4,417,0.85312814,0.84375
4,418,0.76660776,0.84375
4,419,0.8876726,0.6875
4,420,0.8878065,0.78125
4,421,0.5664717,0.90625
4,422,0.8601014,0.8125
4,423,0.92761904,0.71875
4,424,0.58640313,0.875
4,425,0.5688307,0.875
4,426,0.8950938,0.78125
4,427,0.67617536,0.8125
4,428,0.9553993,0.75
4,429,0.6854741,0.75
4,430,0.75839055,0.75
4,431,0.60040265,0.875
4,432,0.81605786,0.8125
4,433,0.5255704,0.875
4,434,0.6085683,0.875
4,435,0.9825837,0.6875
4,436,0.91246074,0.84375
4,437,1.0326985,0.71875
4,438,0.63547033,0.875
4,439,1.0829426,0.6875
4,440,0.752781,0.8125
4,441,0.95669997,0.6875
4,442,0.6845268,0.8125
4,443,0.51970685,0.90625
4,444,1.0738956,0.625
4,445,0.61021215,0.84375
4,446,0.94757295,0.8125
4,447,0.77550274,0.71875
4,448,1.0622971,0.6875
4,449,0.87130433,0.75
4,450,0.9563488,0.71875
4,451,0.63021135,0.84375
4,452,1.1972157,0.75
4,453,0.9635551,0.6875
4,454,0.815671,0.8125
4,455,0.7036044,0.78125
4,456,0.58445454,0.84375
4,457,0.72020304,0.8125
4,458,0.8687172,0.8125
4,459,0.7205693,0.78125
4,460,0.7781212,0.8125
4,461,0.68251526,0.75
4,462,0.6488211,0.875
4,463,0.914168,0.71875
4,464,0.65768826,0.875
4,465,0.8763449,0.75
4,466,0.70808613,0.78125
4,467,0.5379816,0.84375
4,468,0.8835986,0.75
4,469,0.83699995,0.75
4,470,1.0494112,0.78125
4,471,0.63867605,0.84375
4,472,0.7331847,0.84375
4,473,0.806062,0.84375
4,474,0.7171657,0.84375
4,475,0.6609982,0.78125
4,476,0.67515546,0.84375
4,477,0.9571784,0.71875
4,478,0.84915364,0.71875
4,479,0.60038453,0.84375
4,480,0.84822446,0.8125
4,481,0.7100775,0.875
4,482,0.86692244,0.8125
4,483,0.68077856,0.84375
4,484,0.53332156,0.875
4,485,0.7359782,0.84375
4,486,0.8709395,0.78125
4,487,0.88776886,0.78125
4,488,0.5992048,0.90625
4,489,0.8902479,0.71875
4,490,0.7873002,0.8125
4,491,0.7401049,0.78125
4,492,0.7749481,0.78125
4,493,0.7643971,0.78125
4,494,0.9239109,0.75
4,495,0.7021762,0.84375
4,496,0.6915428,0.84375
4,497,0.80115944,0.75
4,498,0.7608975,0.8125
4,499,0.92913955,0.625
4,500,0.83594865,0.75
4,501,0.60396624,0.78125
4,502,0.78802496,0.78125
4,503,0.83825266,0.75
4,504,0.5993099,0.8125
4,505,0.71043056,0.78125
4,506,0.9115235,0.6875
4,507,1.1098555,0.625
4,508,1.0181223,0.71875
4,509,0.9187256,0.75
4,510,0.6390714,0.875
4,511,0.9370565,0.6875
4,512,0.6404366,0.8125
4,513,0.7214042,0.8125
4,514,1.0287691,0.78125
4,515,0.56178504,0.90625
4,516,0.94379956,0.71875
4,517,0.48993167,0.8125
4,518,1.1918497,0.5625
4,519,0.69875807,0.75
4,520,0.8495999,0.78125
4,521,0.783603,0.78125
4,522,0.8747971,0.71875
4,523,1.0529052,0.75
4,524,0.95563483,0.75
4,525,0.5660648,0.90625
4,526,0.48636627,0.875
4,527,0.72661716,0.8125
4,528,0.7124615,0.78125
5,529,0.7261322,0.8125
5,530,0.84658825,0.6875
5,531,0.4773425,0.8125
5,532,0.81068736,0.84375
5,533,0.5938259,0.875
5,534,0.6833402,0.8125
5,535,0.7470407,0.78125
5,536,0.5610242,0.90625
5,537,0.44897535,0.90625
5,538,0.7927562,0.71875
5,539,0.62226385,0.84375
5,540,0.7039258,0.75
5,541,0.85961914,0.75
5,542,0.73547685,0.78125
5,543,1.1206102,0.6875
5,544,0.766594,0.78125
5,545,0.65810484,0.84375
5,546,0.5119686,0.96875
5,547,0.75782365,0.75
5,548,0.73433536,0.875
5,549,0.790092,0.8125
5,550,0.6261115,0.84375
5,551,0.58604103,0.90625
5,552,0.55438876,0.84375
5,553,0.5737292,0.84375
5,554,0.8759923,0.75
5,555,0.3839129,0.9375
5,556,0.8507148,0.75
5,557,0.46124893,0.9375
5,558,0.81887555,0.78125
5,559,1.1267086,0.71875
5,560,0.7114926,0.8125
5,561,0.84409285,0.78125
5,562,0.6897534,0.78125
5,563,0.82036996,0.75
5,564,0.88004905,0.75
5,565,0.78056896,0.8125
5,566,0.7560864,0.8125
5,567,0.6977466,0.78125
5,568,0.73657125,0.8125
5,569,0.85404736,0.84375
5,570,0.86640984,0.78125
5,571,0.5269966,0.90625
5,572,0.71420145,0.65625
5,573,0.44237894,0.9375
5,574,0.82562226,0.6875
5,575,0.81005603,0.78125
5,576,0.58237064,0.875
5,577,0.6957908,0.6875
5,578,0.802644,0.75
5,579,0.64808327,0.8125
5,580,0.696358,0.78125
5,581,0.56964165,0.875
5,582,0.521595,0.875
5,583,0.5050257,0.84375
5,584,0.74347204,0.78125
5,585,0.62509227,0.8125
5,586,0.6869289,0.84375
5,587,0.72180426,0.78125
5,588,0.6176369,0.875
5,589,0.33803338,0.9375
5,590,1.0822985,0.59375
5,591,1.1316175,0.71875
5,592,0.70171577,0.8125
5,593,0.5882527,0.84375
5,594,0.8028475,0.75
5,595,0.4227043,0.875
5,596,0.6099684,0.875
5,597,0.872228,0.65625
5,598,0.68447095,0.78125
5,599,0.7169689,0.84375
5,600,0.33160275,0.96875
5,601,0.49584973,0.84375
5,602,0.5397426,0.84375
5,603,0.6569265,0.8125
5,604,0.77311337,0.8125
5,605,0.9392229,0.78125
5,606,0.55151856,0.8125
5,607,0.96985346,0.71875
5,608,0.9606762,0.65625
5,609,0.584034,0.84375
5,610,0.6672477,0.8125
5,611,0.6613356,0.84375
5,612,0.42178738,0.90625
5,613,0.63575053,0.84375
5,614,0.5691615,0.875
5,615,0.8749486,0.75
5,616,0.56555015,0.875
5,617,1.040359,0.65625
5,618,0.52977884,0.875
5,619,0.46817932,0.90625
5,620,0.5874232,0.875
5,621,0.6941742,0.8125
5,622,0.48344994,0.875
5,623,0.75811386,0.78125
5,624,0.9061133,0.8125
5,625,0.6212519,0.78125
5,626,0.653263,0.8125
5,627,0.59527063,0.8125
5,628,0.6270418,0.84375
5,629,0.9086843,0.71875
5,630,0.75050044,0.6875
5,631,0.6108495,0.875
5,632,0.6246625,0.8125
5,633,0.6778467,0.78125
5,634,0.69483393,0.84375
5,635,0.7298677,0.8125
5,636,0.727425,0.75
5,637,0.6922146,0.875
5,638,0.58812475,0.78125
5,639,0.59584314,0.84375
5,640,0.5161144,0.9375
5,641,0.5931305,0.84375
5,642,1.0284765,0.71875
5,643,0.7470773,0.78125
5,644,0.80982906,0.84375
5,645,0.6656965,0.75
5,646,0.7926482,0.8125
5,647,0.76121616,0.75
5,648,0.79205865,0.75
5,649,0.41621694,0.90625
5,650,0.6087056,0.875
5,651,0.5873027,0.90625
5,652,0.96692616,0.8125
5,653,0.8698478,0.75
5,654,0.72359586,0.78125
5,655,0.33814064,0.90625
5,656,1.2349365,0.6875
5,657,0.74023324,0.84375
5,658,0.9366305,0.75
5,659,0.7375692,0.875
5,660,0.64323777,0.84375
6,661,0.8784911,0.75
6,662,0.68520665,0.8125
6,663,0.81353575,0.78125
6,664,0.71851313,0.875
6,665,0.7788866,0.75
6,666,0.7279355,0.84375
6,667,0.46724036,0.84375
6,668,0.55229986,0.875
6,669,0.64570653,0.875
6,670,0.32663444,0.9375
6,671,0.7357218,0.75
6,672,0.7324905,0.75
6,673,0.57010394,0.90625
6,674,0.4500016,0.90625
6,675,0.4843013,0.75
6,676,0.66160315,0.875
6,677,0.49054727,0.875
6,678,0.7521655,0.78125
6,679,0.65694267,0.78125
6,680,0.5642902,0.78125
6,681,0.69685465,0.8125
6,682,0.58200526,0.8125
6,683,0.48773527,0.84375
6,684,0.71268934,0.75
6,685,0.8457455,0.84375
6,686,0.8646123,0.78125
6,687,0.7058719,0.875
6,688,0.7466765,0.8125
6,689,0.6418695,0.8125
6,690,0.4202213,0.90625
6,691,0.70209414,0.78125
6,692,0.49427003,0.84375
6,693,0.46517223,0.9375
6,694,0.6143774,0.78125
6,695,0.65434057,0.84375
6,696,0.36239672,0.9375
6,697,0.6836042,0.8125
6,698,0.69819146,0.75
6,699,0.71376115,0.875
6,700,0.5834074,0.875
6,701,0.62403226,0.84375
6,702,0.9696188,0.6875
6,703,0.7250355,0.75
6,704,0.634296,0.8125
6,705,0.53661996,0.84375
6,706,0.7385984,0.78125
6,707,0.530487,0.75
6,708,0.8391481,0.875
6,709,0.6779318,0.8125
6,710,0.93322176,0.78125
6,711,0.6421932,0.8125
6,712,0.5741846,0.84375
6,713,0.8997626,0.8125
6,714,0.52277225,0.8125
6,715,0.9525275,0.71875
6,716,0.5441606,0.875
6,717,0.87962526,0.75
6,718,0.8531288,0.71875
6,719,0.41480964,0.9375
6,720,1.0759561,0.59375
6,721,0.47760317,0.875
6,722,0.39990857,0.9375
6,723,0.6701658,0.78125
6,724,0.3294359,0.9375
6,725,0.5611647,0.90625
6,726,0.43055323,0.90625
6,727,0.57683927,0.875
6,728,0.4088492,0.875
6,729,0.68726563,0.8125
6,730,0.58214533,0.84375
6,731,0.87267846,0.78125
6,732,0.5930222,0.8125
6,733,0.51309025,0.84375
6,734,0.51095426,0.90625
6,735,0.85359627,0.71875
6,736,0.7003392,0.8125
6,737,0.52014005,0.84375
6,738,0.741025,0.78125
6,739,0.60671425,0.78125
6,740,0.4311219,0.9375
6,741,0.49014345,0.9375
6,742,0.37000343,0.9375
6,743,0.66604567,0.84375
6,744,0.5339947,0.84375
6,745,0.68387544,0.875
6,746,0.4980295,0.96875
6,747,0.5801348,0.78125
6,748,0.93812615,0.6875
6,749,0.58211523,0.84375
6,750,0.6125941,0.84375
6,751,0.9005405,0.75
6,752,0.62935203,0.8125
6,753,0.8166231,0.75
6,754,1.0601466,0.625
6,755,0.80706596,0.78125
6,756,0.65882236,0.78125
6,757,0.3088115,0.9375
6,758,0.6755488,0.90625
6,759,0.5421538,0.84375
6,760,0.35820165,0.9375
6,761,0.8346946,0.78125
6,762,0.61397713,0.84375
6,763,0.44502518,0.90625
6,764,0.9380076,0.75
6,765,0.63083863,0.875
6,766,0.74002653,0.6875
6,767,0.44859335,0.875
6,768,0.44838065,0.875
6,769,0.31435144,0.9375
6,770,0.64442545,0.8125
6,771,0.4944702,0.875
6,772,0.57030976,0.875
6,773,0.72220707,0.84375
6,774,0.45088983,0.9375
6,775,0.79098433,0.75
6,776,0.58814615,0.875
6,777,0.6084453,0.875
6,778,0.33360672,0.875
6,779,0.62356806,0.78125
6,780,0.59477204,0.78125
6,781,0.5002893,0.8125
6,782,0.5243755,0.90625
6,783,0.44469434,0.84375
6,784,0.52832407,0.875
6,785,0.5460418,0.84375
6,786,0.63846076,0.78125
6,787,1.0507714,0.71875
6,788,0.5615246,0.9375
6,789,0.77181345,0.78125
6,790,0.6283064,0.84375
6,791,0.46084103,0.90625
6,792,0.57589674,0.9375
7,793,0.55952126,0.84375
7,794,0.78478616,0.78125
7,795,0.51703864,0.84375
7,796,0.5947075,0.84375
7,797,0.6059328,0.84375
7,798,0.47975987,0.8125
7,799,0.68693554,0.8125
7,800,0.24480522,0.9375
7,801,0.5340404,0.875
7,802,0.51055324,0.78125
7,803,0.5926096,0.84375
7,804,0.88606316,0.75
7,805,0.6362735,0.75
7,806,0.4505487,0.84375
7,807,0.66637135,0.78125
7,808,0.6476069,0.84375
7,809,0.5478704,0.8125
7,810,1.0436866,0.6875
7,811,0.53624445,0.875
7,812,0.6307063,0.75
7,813,0.555865,0.84375
7,814,0.56355256,0.84375
7,815,0.5886203,0.8125
7,816,0.6540727,0.875
7,817,0.46510053,0.90625
7,818,0.5337301,0.9375
7,819,0.8033315,0.75
7,820,0.8231536,0.71875
7,821,0.70382935,0.78125
7,822,0.39723045,0.90625
7,823,0.54162174,0.875
7,824,0.41875812,0.84375
7,825,0.53329325,0.84375
7,826,0.62365973,0.8125
7,827,0.52593833,0.84375
7,828,0.76235056,0.75
7,829,0.68824697,0.78125
7,830,0.53761804,0.90625
7,831,0.65017915,0.875
7,832,0.3009969,0.9375
7,833,0.48725748,0.875
7,834,0.71195376,0.875
7,835,0.8078975,0.75
7,836,0.8295562,0.75
7,837,0.43592343,0.84375
7,838,0.45668513,0.90625
7,839,0.5016366,0.90625
7,840,0.85705554,0.8125
7,841,0.57099736,0.8125
7,842,0.40188536,0.9375
7,843,0.5313926,0.875
7,844,0.6251376,0.8125
7,845,0.9193113,0.78125
7,846,0.5367763,0.9375
7,847,0.61906946,0.84375
7,848,0.51288337,0.875
7,849,0.66167027,0.8125
7,850,0.58671343,0.90625
7,851,0.57373023,0.84375
7,852,0.68004674,0.84375
7,853,0.6576512,0.8125
7,854,0.56239176,0.84375
7,855,0.9408154,0.78125
7,856,0.45026442,0.875
7,857,0.6648396,0.875
7,858,0.6792787,0.84375
7,859,0.5128118,0.90625
7,860,0.7812941,0.78125
7,861,0.6053389,0.84375
7,862,0.54788303,0.875
7,863,0.6624082,0.875
7,864,0.45901665,0.9375
7,865,0.9556887,0.625
7,866,0.5863945,0.84375
7,867,0.79731816,0.78125
7,868,0.5771189,0.875
7,869,0.7293885,0.78125
7,870,0.49171057,0.875
7,871,0.5935067,0.84375
7,872,0.44784054,0.90625
7,873,0.71174455,0.75
7,874,0.8202095,0.75
7,875,0.79388136,0.78125
7,876,0.5195192,0.84375
7,877,0.5719729,0.875
7,878,0.54173636,0.84375
7,879,0.23689517,0.96875
7,880,0.78861105,0.75
7,881,0.52767366,0.84375
7,882,0.6380845,0.78125
7,883,0.92256516,0.71875
7,884,0.4752349,0.875
7,885,0.60890937,0.8125
7,886,0.7522127,0.875
7,887,0.69936466,0.84375
7,888,0.44318774,0.875
7,889,0.6213843,0.8125
7,890,0.5999392,0.84375
7,891,0.5079856,0.84375
7,892,0.4743199,0.8125
7,893,0.6820193,0.8125
7,894,0.8127394,0.8125
7,895,0.8637256,0.71875
7,896,0.5098434,0.84375
7,897,0.38144833,0.90625
7,898,0.7058579,0.8125
7,899,0.62421936,0.78125
7,900,0.45833915,0.9375
7,901,0.52114934,0.875
7,902,0.77138,0.78125
7,903,0.49307996,0.78125
7,904,0.51485026,0.78125
7,905,0.48683533,0.9375
7,906,0.26548293,0.96875
7,907,0.4675626,0.84375
7,908,0.4301706,0.84375
7,909,0.9876621,0.71875
7,910,0.6478286,0.78125
7,911,0.6774599,0.8125
7,912,0.43271807,0.90625
7,913,0.74371296,0.90625
7,914,0.26719335,0.9375
7,915,0.5868628,0.875
7,916,1.0924239,0.71875
7,917,0.50579786,0.84375
7,918,0.58462846,0.875
7,919,0.81413686,0.8125
7,920,0.5068981,0.90625
7,921,0.8448874,0.65625
7,922,0.6541069,0.8125
7,923,0.42340568,0.90625
7,924,0.63412297,0.875
8,925,0.32623595,0.90625
8,926,0.5270006,0.84375
8,927,0.5426861,0.84375
8,928,0.533966,0.875
8,929,0.6088602,0.78125
8,930,0.55767167,0.875
8,931,0.6712544,0.875
8,932,0.5771864,0.78125
8,933,0.6484698,0.8125
8,934,0.49793097,0.90625
8,935,0.5708305,0.84375
8,936,0.4482875,0.875
8,937,0.6774203,0.8125
8,938,0.6751006,0.75
8,939,0.5576789,0.90625
8,940,0.6994478,0.8125
8,941,0.5782682,0.875
8,942,0.903271,0.8125
8,943,0.9466267,0.6875
8,944,0.7097919,0.78125
8,945,0.5255457,0.84375
8,946,0.46846026,0.875
8,947,0.44567186,0.9375
8,948,0.9295877,0.8125
8,949,0.31338665,0.9375
8,950,0.4520256,0.9375
8,951,0.61730516,0.84375
